id,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,season,city,venue,toss_winner,toss_decision,winner,result,result_margin,player_of_match,team1,team2,batting_team,bowling_team
1082644,173,5,125,164,8,125,2017,Kolkata,Eden Gardens,Kolkata,field,Mumbai,runs,9.0,AT Rayudu,Kolkata,Mumbai,Mumbai,Kolkata
1082645,73,10,98,78,1,73,2017,Pune,Maharashtra Cricket Association Stadium,Pune,field,Pune,wickets,9.0,JD Unadkat,Pune,Punjab,Punjab,Pune
1082646,161,6,127,151,10,122,2017,Delhi,Feroz Shah Kotla,Bangalore,bat,Bangalore,runs,10.0,HV Patel,Delhi,Bangalore,Bangalore,Delhi
1082647,162,4,125,142,9,127,2017,Mumbai,Wankhede Stadium,Mumbai,field,Pune,runs,20.0,Washington Sundar,Mumbai,Pune,Pune,Mumbai
1082648,128,7,122,48,3,35,2017,Bangalore,M Chinnaswamy Stadium,Kolkata,field,Kolkata,wickets,7.0,NM Coulter-Nile,Hyderabad,Kolkata,Hyderabad,Kolkata
1082649,107,10,116,111,4,91,2017,Bangalore,M Chinnaswamy Stadium,Mumbai,field,Mumbai,wickets,6.0,KV Sharma,Mumbai,Kolkata,Kolkata,Mumbai
1082650,129,8,125,128,6,123,2017,Hyderabad,Rajiv Gandhi International Stadium,Mumbai,bat,Mumbai,runs,1.0,KH Pandya,Mumbai,Pune,Mumbai,Pune
1136561,165,4,122,169,9,124,2018,Mumbai,Wankhede Stadium,Chennai,field,Chennai,wickets,1.0,DJ Bravo,Mumbai,Chennai,Mumbai,Chennai
1136562,166,7,124,167,4,114,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,6.0,KL Rahul,Delhi,Punjab,Delhi,Punjab
1136563,176,7,121,177,6,123,2018,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,4.0,SP Narine,Bangalore,Kolkata,Bangalore,Kolkata
1136564,125,9,125,127,1,100,2018,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Hyderabad,wickets,9.0,S Dhawan,Rajasthan,Hyderabad,Rajasthan,Hyderabad
1136565,202,6,123,205,5,123,2018,Chennai,MA Chidambaram Stadium,Chennai,field,Chennai,wickets,5.0,SW Billings,Kolkata,Chennai,Kolkata,Chennai
1136566,153,5,109,60,4,37,2018,Jaipur,Sawai Mansingh Stadium,Delhi,field,Rajasthan,runs,10.0,SV Samson,Rajasthan,Delhi,Rajasthan,Delhi
1136567,147,8,124,151,9,121,2018,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Hyderabad,wickets,1.0,Rashid Khan,Mumbai,Hyderabad,Mumbai,Hyderabad
1136568,155,10,119,159,6,118,2018,Bengaluru,M.Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,4.0,UT Yadav,Punjab,Bangalore,Punjab,Bangalore
1136569,194,7,125,195,3,121,2018,Mumbai,Wankhede Stadium,Delhi,field,Delhi,wickets,7.0,JJ Roy,Mumbai,Delhi,Mumbai,Delhi
1136570,138,8,123,139,5,119,2018,Kolkata,Eden Gardens,Hyderabad,field,Hyderabad,wickets,5.0,B Stanlake,Kolkata,Hyderabad,Kolkata,Hyderabad
1136571,217,4,128,198,6,123,2018,Bengaluru,M.Chinnaswamy Stadium,Bangalore,field,Rajasthan,runs,19.0,SV Samson,Rajasthan,Bangalore,Rajasthan,Bangalore
1136572,197,7,121,193,5,129,2018,Chandigarh,Punjab Cricket Association Stadium,Chennai,field,Punjab,runs,4.0,CH Gayle,Punjab,Chennai,Punjab,Chennai
1136573,200,9,122,129,10,91,2018,Kolkata,Eden Gardens,Delhi,field,Kolkata,runs,71.0,N Rana,Kolkata,Delhi,Kolkata,Delhi
1136574,213,6,127,167,8,124,2018,Mumbai,Wankhede Stadium,Bangalore,field,Mumbai,runs,46.0,RG Sharma,Mumbai,Bangalore,Mumbai,Bangalore
1136575,160,8,124,163,3,115,2018,Jaipur,Sawai Mansingh Stadium,Kolkata,field,Kolkata,wickets,7.0,N Rana,Rajasthan,Kolkata,Rajasthan,Kolkata
1136576,193,3,123,178,5,130,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab,bat,Punjab,runs,15.0,CH Gayle,Punjab,Hyderabad,Punjab,Hyderabad
1136577,204,5,126,140,10,119,2018,Pune,Maharashtra Cricket Association Stadium,Rajasthan,field,Chennai,runs,64.0,SR Watson,Chennai,Rajasthan,Chennai,Rajasthan
1136578,191,7,128,126,1,69,2018,Kolkata,Eden Gardens,Punjab,field,Punjab,wickets,9.0,KL Rahul,Kolkata,Punjab,Kolkata,Punjab
1136579,174,5,123,176,4,111,2018,Bengaluru,M.Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,6.0,AB de Villiers,Delhi,Bangalore,Delhi,Bangalore
1136580,182,3,124,178,6,122,2018,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Chennai,runs,4.0,AT Rayudu,Chennai,Hyderabad,Chennai,Hyderabad
1136581,167,7,124,168,7,124,2018,Jaipur,Sawai Mansingh Stadium,Mumbai,bat,Rajasthan,wickets,3.0,JC Archer,Mumbai,Rajasthan,Mumbai,Rajasthan
1136582,143,8,124,139,8,127,2018,Delhi,Arun Jaitley Stadium,Delhi,field,Punjab,runs,4.0,AS Rajpoot,Punjab,Delhi,Punjab,Delhi
1136583,118,10,116,87,10,114,2018,Mumbai,Wankhede Stadium,Mumbai,field,Hyderabad,runs,31.0,Rashid Khan,Hyderabad,Mumbai,Hyderabad,Mumbai
1136584,205,8,124,207,5,127,2018,Bengaluru,M.Chinnaswamy Stadium,Chennai,field,Chennai,wickets,5.0,MS Dhoni,Bangalore,Chennai,Bangalore,Chennai
1136585,132,6,123,119,10,116,2018,Hyderabad,Rajiv Gandhi International Stadium,Punjab,field,Hyderabad,runs,13.0,AS Rajpoot,Hyderabad,Punjab,Hyderabad,Punjab
1136586,219,4,123,164,9,123,2018,Delhi,Arun Jaitley Stadium,Kolkata,field,Delhi,runs,55.0,SS Iyer,Delhi,Kolkata,Delhi,Kolkata
1136587,169,5,124,170,2,123,2018,Pune,Maharashtra Cricket Association Stadium,Mumbai,field,Mumbai,wickets,8.0,RG Sharma,Chennai,Mumbai,Chennai,Mumbai
1136588,151,7,120,140,6,120,2018,Jaipur,Sawai Mansingh Stadium,Hyderabad,bat,Hyderabad,runs,11.0,KS Williamson,Hyderabad,Rajasthan,Hyderabad,Rajasthan
1136589,175,4,124,176,5,122,2018,Bengaluru,M.Chinnaswamy Stadium,Kolkata,field,Kolkata,wickets,6.0,CA Lynn,Bangalore,Kolkata,Bangalore,Kolkata
1136590,211,4,124,198,5,126,2018,Pune,Maharashtra Cricket Association Stadium,Delhi,field,Chennai,runs,13.0,SR Watson,Chennai,Delhi,Chennai,Delhi
1136591,167,7,123,153,7,130,2018,Bengaluru,M.Chinnaswamy Stadium,Mumbai,field,Bangalore,runs,14.0,TG Southee,Bangalore,Mumbai,Bangalore,Mumbai
1136592,196,6,109,146,5,75,2018,Delhi,Arun Jaitley Stadium,Rajasthan,field,Delhi,runs,4.0,RR Pant,Delhi,Rajasthan,Delhi,Rajasthan
1136593,177,5,123,180,4,113,2018,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,6.0,SP Narine,Chennai,Kolkata,Chennai,Kolkata
1136594,174,6,125,176,4,116,2018,Indore,Holkar Cricket Stadium,Mumbai,field,Mumbai,wickets,6.0,SA Yadav,Punjab,Mumbai,Punjab,Mumbai
1136595,127,9,121,128,4,112,2018,Pune,Maharashtra Cricket Association Stadium,Chennai,field,Chennai,wickets,6.0,RA Jadeja,Bangalore,Chennai,Bangalore,Chennai
1136596,163,5,122,164,3,124,2018,Hyderabad,Rajiv Gandhi International Stadium,Delhi,bat,Hyderabad,wickets,7.0,Rashid Khan,Delhi,Hyderabad,Delhi,Hyderabad
1136597,181,4,125,168,6,121,2018,Mumbai,Wankhede Stadium,Kolkata,field,Mumbai,runs,13.0,HH Pandya,Mumbai,Kolkata,Mumbai,Kolkata
1136598,152,9,121,155,4,115,2018,Indore,Holkar Cricket Stadium,Punjab,field,Punjab,wickets,6.0,Mujeeb Ur Rahman,Rajasthan,Punjab,Rajasthan,Punjab
1136599,146,10,126,141,6,123,2018,Hyderabad,Rajiv Gandhi International Stadium,Bangalore,field,Hyderabad,runs,5.0,KS Williamson,Hyderabad,Bangalore,Hyderabad,Bangalore
1136600,158,8,122,143,7,122,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan,bat,Rajasthan,runs,15.0,JC Buttler,Rajasthan,Punjab,Rajasthan,Punjab
1136601,210,6,125,108,10,109,2018,Kolkata,Eden Gardens,Kolkata,field,Mumbai,runs,102.0,Ishan Kishan,Mumbai,Kolkata,Mumbai,Kolkata
1136602,187,5,121,191,1,114,2018,Delhi,Arun Jaitley Stadium,Delhi,bat,Hyderabad,wickets,9.0,S Dhawan,Delhi,Hyderabad,Delhi,Hyderabad
1136603,176,4,131,177,6,121,2018,Jaipur,Sawai Mansingh Stadium,Chennai,bat,Rajasthan,wickets,4.0,JC Buttler,Chennai,Rajasthan,Chennai,Rajasthan
1136604,245,6,125,214,8,126,2018,Indore,Holkar Cricket Stadium,Punjab,field,Kolkata,runs,31.0,SP Narine,Kolkata,Punjab,Kolkata,Punjab
1136605,181,4,126,187,5,119,2018,Delhi,Arun Jaitley Stadium,Bangalore,field,Bangalore,wickets,5.0,AB de Villiers,Delhi,Bangalore,Delhi,Bangalore
1136606,179,4,130,180,2,115,2018,Pune,Maharashtra Cricket Association Stadium,Chennai,field,Chennai,wickets,8.0,AT Rayudu,Hyderabad,Chennai,Hyderabad,Chennai
1136607,168,6,127,171,3,112,2018,Mumbai,Wankhede Stadium,Rajasthan,field,Rajasthan,wickets,7.0,JC Buttler,Mumbai,Rajasthan,Mumbai,Rajasthan
1136608,88,10,94,92,0,51,2018,Indore,Holkar Cricket Stadium,Bangalore,field,Bangalore,wickets,10.0,UT Yadav,Punjab,Bangalore,Punjab,Bangalore
1136609,142,10,115,145,4,109,2018,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,6.0,Kuldeep Yadav,Rajasthan,Kolkata,Rajasthan,Kolkata
1136610,186,8,126,183,5,125,2018,Mumbai,Wankhede Stadium,Punjab,field,Mumbai,runs,3.0,JJ Bumrah,Mumbai,Punjab,Mumbai,Punjab
1136611,218,6,122,204,3,123,2018,Bengaluru,M.Chinnaswamy Stadium,Hyderabad,field,Bangalore,runs,14.0,AB de Villiers,Bangalore,Hyderabad,Bangalore,Hyderabad
1136612,162,5,126,128,6,120,2018,Delhi,Arun Jaitley Stadium,Chennai,field,Delhi,runs,34.0,HV Patel,Delhi,Chennai,Delhi,Chennai
1136613,164,5,124,134,10,117,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan,bat,Rajasthan,runs,30.0,S Gopal,Rajasthan,Bangalore,Rajasthan,Bangalore
1136614,172,9,126,173,5,123,2018,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Kolkata,wickets,5.0,CA Lynn,Hyderabad,Kolkata,Hyderabad,Kolkata
1136615,174,4,125,163,10,122,2018,Delhi,Arun Jaitley Stadium,Delhi,bat,Delhi,runs,11.0,A Mishra,Delhi,Mumbai,Delhi,Mumbai
1136616,153,10,124,159,5,123,2018,Pune,Maharashtra Cricket Association Stadium,Chennai,field,Chennai,wickets,5.0,L Ngidi,Punjab,Chennai,Punjab,Chennai
1136617,139,7,129,140,8,118,2018,Mumbai,Wankhede Stadium,Chennai,field,Chennai,wickets,2.0,F du Plessis,Hyderabad,Chennai,Hyderabad,Chennai
1136618,169,7,126,144,4,121,2018,Kolkata,Eden Gardens,Rajasthan,field,Kolkata,runs,25.0,AD Russell,Kolkata,Rajasthan,Kolkata,Rajasthan
1136619,174,7,124,160,9,121,2018,Kolkata,Eden Gardens,Kolkata,field,Hyderabad,runs,14.0,Rashid Khan,Hyderabad,Kolkata,Hyderabad,Kolkata
1136620,178,6,127,181,2,114,2018,Mumbai,Wankhede Stadium,Chennai,field,Chennai,wickets,8.0,SR Watson,Hyderabad,Chennai,Hyderabad,Chennai
1175356,70,10,104,71,3,110,2019,Chennai,MA Chidambaram Stadium,Chennai,field,Chennai,wickets,7.0,Harbhajan Singh,Bangalore,Chennai,Bangalore,Chennai
1175357,181,3,123,183,4,121,2019,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,6.0,AD Russell,Hyderabad,Kolkata,Hyderabad,Kolkata
1175358,213,6,124,176,9,122,2019,Mumbai,Wankhede Stadium,Mumbai,field,Delhi,runs,37.0,RR Pant,Delhi,Mumbai,Delhi,Mumbai
1175359,184,4,128,170,9,124,2019,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Punjab,runs,14.0,CH Gayle,Punjab,Rajasthan,Punjab,Rajasthan
1175360,147,6,125,150,4,121,2019,Delhi,Arun Jaitley Stadium,Delhi,bat,Chennai,wickets,6.0,SR Watson,Delhi,Chennai,Delhi,Chennai
1175361,218,4,124,190,4,125,2019,Kolkata,Eden Gardens,Punjab,field,Kolkata,runs,28.0,AD Russell,Kolkata,Punjab,Kolkata,Punjab
1175362,187,8,125,181,5,123,2019,Bengaluru,M.Chinnaswamy Stadium,Bangalore,field,Mumbai,runs,6.0,JJ Bumrah,Mumbai,Bangalore,Mumbai,Bangalore
1175363,198,2,124,201,5,119,2019,Hyderabad,Rajiv Gandhi International Stadium,Rajasthan,bat,Hyderabad,wickets,5.0,Rashid Khan,Rajasthan,Hyderabad,Rajasthan,Hyderabad
1175364,176,7,124,177,2,119,2019,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,8.0,MA Agarwal,Mumbai,Punjab,Mumbai,Punjab
1175366,231,2,121,113,10,123,2019,Hyderabad,Rajiv Gandhi International Stadium,Bangalore,field,Hyderabad,runs,118.0,JM Bairstow,Hyderabad,Bangalore,Hyderabad,Bangalore
1175367,175,5,126,167,8,125,2019,Chennai,MA Chidambaram Stadium,Rajasthan,field,Chennai,runs,8.0,MS Dhoni,Chennai,Rajasthan,Chennai,Rajasthan
1175368,166,9,124,152,10,121,2019,Chandigarh,Punjab Cricket Association Stadium,Delhi,field,Punjab,runs,14.0,SM Curran,Punjab,Delhi,Punjab,Delhi
1175369,158,4,122,164,3,124,2019,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,wickets,7.0,S Gopal,Bangalore,Rajasthan,Bangalore,Rajasthan
1175370,170,5,125,133,8,127,2019,Mumbai,Wankhede Stadium,Chennai,field,Mumbai,runs,37.0,HH Pandya,Mumbai,Chennai,Mumbai,Chennai
1175371,129,8,122,131,5,114,2019,Delhi,Arun Jaitley Stadium,Hyderabad,field,Hyderabad,wickets,5.0,JM Bairstow,Delhi,Hyderabad,Delhi,Hyderabad
1175372,205,3,124,206,5,122,2019,Bengaluru,M.Chinnaswamy Stadium,Kolkata,field,Kolkata,wickets,5.0,AD Russell,Bangalore,Kolkata,Bangalore,Kolkata
1178393,160,3,125,138,5,124,2019,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,22.0,Harbhajan Singh,Chennai,Punjab,Chennai,Punjab
1178394,136,7,124,96,10,109,2019,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Mumbai,runs,40.0,AS Joseph,Mumbai,Hyderabad,Mumbai,Hyderabad
1178395,149,8,124,152,6,120,2019,Bengaluru,M.Chinnaswamy Stadium,Delhi,field,Delhi,wickets,4.0,K Rabada,Bangalore,Delhi,Bangalore,Delhi
1178396,139,3,125,140,2,86,2019,Jaipur,Sawai Mansingh Stadium,Kolkata,field,Kolkata,wickets,8.0,HF Gurney,Rajasthan,Kolkata,Rajasthan,Kolkata
1178397,150,4,123,151,4,119,2019,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,6.0,KL Rahul,Hyderabad,Punjab,Hyderabad,Punjab
1178398,108,9,123,111,3,108,2019,Chennai,MA Chidambaram Stadium,Chennai,field,Chennai,wickets,7.0,DL Chahar,Kolkata,Chennai,Kolkata,Chennai
1178399,197,4,125,198,7,127,2019,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,3.0,KA Pollard,Punjab,Mumbai,Punjab,Mumbai
1178400,151,7,122,155,6,124,2019,Jaipur,Sawai Mansingh Stadium,Chennai,field,Chennai,wickets,4.0,MS Dhoni,Rajasthan,Chennai,Rajasthan,Chennai
1178401,178,7,124,180,3,115,2019,Kolkata,Eden Gardens,Delhi,field,Delhi,wickets,7.0,S Dhawan,Kolkata,Delhi,Kolkata,Delhi
1178402,187,5,123,188,6,119,2019,Mumbai,Wankhede Stadium,Rajasthan,field,Rajasthan,wickets,4.0,JC Buttler,Mumbai,Rajasthan,Mumbai,Rajasthan
1178403,173,4,125,174,2,117,2019,Chandigarh,Punjab Cricket Association Stadium,Bangalore,field,Bangalore,wickets,8.0,AB de Villiers,Punjab,Bangalore,Punjab,Bangalore
1178404,161,8,125,162,5,120,2019,Kolkata,Eden Gardens,Chennai,field,Chennai,wickets,5.0,Imran Tahir,Kolkata,Chennai,Kolkata,Chennai
1178405,155,7,124,116,10,117,2019,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Delhi,runs,39.0,KMA Paul,Delhi,Hyderabad,Delhi,Hyderabad
1178406,171,7,121,172,5,120,2019,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,5.0,SL Malinga,Bangalore,Mumbai,Bangalore,Mumbai
1178407,182,6,122,170,7,126,2019,Chandigarh,Punjab Cricket Association Stadium,Rajasthan,field,Punjab,runs,12.0,R Ashwin,Punjab,Rajasthan,Punjab,Rajasthan
1178408,132,5,123,137,4,104,2019,Hyderabad,Rajiv Gandhi International Stadium,Chennai,bat,Hyderabad,wickets,6.0,DA Warner,Chennai,Hyderabad,Chennai,Hyderabad
1178409,168,5,124,128,9,123,2019,Delhi,Arun Jaitley Stadium,Mumbai,bat,Mumbai,runs,40.0,HH Pandya,Mumbai,Delhi,Mumbai,Delhi
1178410,213,4,125,203,5,128,2019,Kolkata,Eden Gardens,Kolkata,field,Bangalore,runs,10.0,V Kohli,Bangalore,Kolkata,Bangalore,Kolkata
1178411,161,5,124,162,5,115,2019,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,wickets,5.0,SPD Smith,Mumbai,Rajasthan,Mumbai,Rajasthan
1178412,163,7,122,166,5,126,2019,Delhi,Arun Jaitley Stadium,Delhi,field,Delhi,wickets,5.0,SS Iyer,Punjab,Delhi,Punjab,Delhi
1178413,159,8,124,161,1,94,2019,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Hyderabad,wickets,9.0,KK Ahmed,Kolkata,Hyderabad,Kolkata,Hyderabad
1178414,161,7,122,160,8,123,2019,Bengaluru,M.Chinnaswamy Stadium,Chennai,field,Bangalore,runs,1.0,PA Patel,Bangalore,Chennai,Bangalore,Chennai
1178415,191,6,124,193,4,117,2019,Jaipur,Sawai Mansingh Stadium,Delhi,field,Delhi,wickets,6.0,RR Pant,Rajasthan,Delhi,Rajasthan,Delhi
1178416,175,3,123,176,4,121,2019,Chennai,MA Chidambaram Stadium,Chennai,field,Chennai,wickets,6.0,SR Watson,Hyderabad,Chennai,Hyderabad,Chennai
1178417,202,4,125,185,7,124,2019,Bengaluru,M.Chinnaswamy Stadium,Punjab,field,Bangalore,runs,17.0,AB de Villiers,Bangalore,Punjab,Bangalore,Punjab
1178418,175,6,123,177,7,121,2019,Kolkata,Eden Gardens,Rajasthan,field,Rajasthan,wickets,3.0,VR Aaron,Kolkata,Rajasthan,Kolkata,Rajasthan
1178419,155,4,123,109,10,112,2019,Chennai,MA Chidambaram Stadium,Chennai,field,Mumbai,runs,46.0,RG Sharma,Mumbai,Chennai,Mumbai,Chennai
1178420,160,8,123,161,3,118,2019,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,wickets,7.0,JD Unadkat,Hyderabad,Rajasthan,Hyderabad,Rajasthan
1178421,187,5,120,171,7,122,2019,Delhi,Arun Jaitley Stadium,Delhi,bat,Delhi,runs,16.0,S Dhawan,Delhi,Bangalore,Delhi,Bangalore
1178422,232,2,126,198,7,120,2019,Kolkata,Eden Gardens,Mumbai,field,Kolkata,runs,34.0,AD Russell,Kolkata,Mumbai,Kolkata,Mumbai
1178423,212,6,130,167,8,127,2019,Hyderabad,Rajiv Gandhi International Stadium,Punjab,field,Hyderabad,runs,45.0,DA Warner,Hyderabad,Punjab,Hyderabad,Punjab
1178425,179,4,125,99,10,98,2019,Chennai,MA Chidambaram Stadium,Delhi,field,Chennai,runs,80.0,MS Dhoni,Chennai,Delhi,Chennai,Delhi
1178427,183,6,121,185,3,113,2019,Chandigarh,Punjab Cricket Association Stadium,Kolkata,field,Kolkata,wickets,7.0,Shubman Gill,Punjab,Kolkata,Punjab,Kolkata
1178428,115,9,126,121,5,98,2019,Delhi,Arun Jaitley Stadium,Rajasthan,bat,Delhi,wickets,5.0,A Mishra,Rajasthan,Delhi,Rajasthan,Delhi
1178429,175,7,123,178,6,123,2019,Bengaluru,M.Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,4.0,SO Hetmyer,Hyderabad,Bangalore,Hyderabad,Bangalore
1178430,170,5,121,173,4,113,2019,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,6.0,KL Rahul,Chennai,Punjab,Chennai,Punjab
1178431,133,7,128,134,1,100,2019,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,9.0,HH Pandya,Kolkata,Mumbai,Kolkata,Mumbai
1181764,131,4,124,132,4,113,2019,Chennai,MA Chidambaram Stadium,Chennai,bat,Mumbai,wickets,6.0,SA Yadav,Chennai,Mumbai,Chennai,Mumbai
1181766,162,8,128,165,8,124,2019,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi,field,Delhi,wickets,2.0,RR Pant,Hyderabad,Delhi,Hyderabad,Delhi
1181767,147,9,123,151,4,116,2019,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai,field,Chennai,wickets,6.0,F du Plessis,Delhi,Chennai,Delhi,Chennai
1181768,149,8,123,148,7,124,2019,Hyderabad,Rajiv Gandhi International Stadium,Mumbai,bat,Mumbai,runs,1.0,JJ Bumrah,Mumbai,Chennai,Mumbai,Chennai
1216492,162,9,124,166,5,120,2021,Abu Dhabi,Sheikh Zayed Stadium,Chennai,field,Chennai,wickets,5.0,AT Rayudu,Mumbai,Chennai,Mumbai,Chennai
1216494,84,8,121,85,2,84,2021,Abu Dhabi,Sheikh Zayed Stadium,Kolkata,bat,Bangalore,wickets,8.0,Mohammed Siraj,Kolkata,Bangalore,Kolkata,Bangalore
1216495,149,8,120,151,0,107,2021,UAE,Sharjah Cricket Stadium,Hyderabad,field,Hyderabad,wickets,10.0,S Nadeem,Mumbai,Hyderabad,Mumbai,Hyderabad
1216496,216,7,128,200,6,124,2021,UAE,Sharjah Cricket Stadium,Chennai,field,Rajasthan,runs,16.0,SV Samson,Rajasthan,Chennai,Rajasthan,Chennai
1216497,194,6,125,135,9,125,2021,Abu Dhabi,Sheikh Zayed Stadium,Delhi,field,Kolkata,runs,59.0,CV Varun,Kolkata,Delhi,Kolkata,Delhi
1216498,126,7,125,114,10,123,2021,UAE,Dubai International Cricket Stadium,Hyderabad,field,Punjab,runs,12.0,CJ Jordan,Punjab,Hyderabad,Punjab,Hyderabad
1216499,164,6,123,166,5,121,2021,Abu Dhabi,Sheikh Zayed Stadium,Mumbai,field,Mumbai,wickets,5.0,SA Yadav,Bangalore,Mumbai,Bangalore,Mumbai
1216500,184,8,127,138,10,126,2021,UAE,Sharjah Cricket Stadium,Rajasthan,field,Delhi,runs,46.0,R Ashwin,Delhi,Rajasthan,Delhi,Rajasthan
1216501,167,10,126,157,5,122,2021,Abu Dhabi,Sheikh Zayed Stadium,Kolkata,bat,Kolkata,runs,10.0,RA Tripathi,Kolkata,Chennai,Kolkata,Chennai
1216502,120,7,124,121,5,90,2021,UAE,Sharjah Cricket Stadium,Hyderabad,field,Hyderabad,wickets,5.0,Sandeep Sharma,Bangalore,Hyderabad,Bangalore,Hyderabad
1216503,191,4,125,143,8,125,2021,Abu Dhabi,Sheikh Zayed Stadium,Punjab,field,Mumbai,runs,48.0,KA Pollard,Mumbai,Punjab,Mumbai,Punjab
1216504,174,6,128,137,9,121,2021,UAE,Dubai International Cricket Stadium,Rajasthan,field,Kolkata,runs,37.0,Shivam Mavi,Kolkata,Rajasthan,Kolkata,Rajasthan
1216505,152,7,123,154,4,117,2021,Abu Dhabi,Sheikh Zayed Stadium,Delhi,field,Delhi,wickets,6.0,A Nortje,Bangalore,Delhi,Bangalore,Delhi
1216506,153,6,121,154,1,116,2021,Abu Dhabi,Sheikh Zayed Stadium,Chennai,field,Chennai,wickets,9.0,RD Gaikwad,Punjab,Chennai,Punjab,Chennai
1216507,158,4,123,163,5,121,2021,UAE,Dubai International Cricket Stadium,Hyderabad,bat,Rajasthan,wickets,5.0,R Tewatia,Hyderabad,Rajasthan,Hyderabad,Rajasthan
1216508,195,5,131,146,9,123,2021,Abu Dhabi,Sheikh Zayed Stadium,Kolkata,field,Mumbai,runs,49.0,RG Sharma,Mumbai,Kolkata,Mumbai,Kolkata
1216509,179,4,124,185,5,122,2021,UAE,Sharjah Cricket Stadium,Chennai,bat,Delhi,wickets,5.0,S Dhawan,Chennai,Delhi,Chennai,Delhi
1216510,206,3,125,109,10,108,2021,UAE,Dubai International Cricket Stadium,Bangalore,field,Punjab,runs,97.0,KL Rahul,Punjab,Bangalore,Punjab,Bangalore
1216511,193,4,127,136,10,110,2021,Abu Dhabi,Sheikh Zayed Stadium,Mumbai,bat,Mumbai,runs,57.0,SA Yadav,Mumbai,Rajasthan,Mumbai,Rajasthan
1216513,178,4,123,181,0,113,2021,UAE,Dubai International Cricket Stadium,Punjab,bat,Chennai,wickets,10.0,SR Watson,Punjab,Chennai,Punjab,Chennai
1216514,154,6,122,158,2,116,2021,Abu Dhabi,Sheikh Zayed Stadium,Rajasthan,bat,Bangalore,wickets,8.0,YS Chahal,Rajasthan,Bangalore,Rajasthan,Bangalore
1216515,228,4,122,210,8,127,2021,UAE,Sharjah Cricket Stadium,Kolkata,field,Delhi,runs,18.0,SS Iyer,Delhi,Kolkata,Delhi,Kolkata
1216516,164,5,128,157,5,124,2021,UAE,Dubai International Cricket Stadium,Hyderabad,bat,Hyderabad,runs,7.0,PK Garg,Hyderabad,Chennai,Hyderabad,Chennai
1216518,154,6,123,156,2,114,2021,UAE,Dubai International Cricket Stadium,Hyderabad,field,Hyderabad,wickets,8.0,MK Pandey,Rajasthan,Hyderabad,Rajasthan,Hyderabad
1216519,196,4,126,137,9,126,2021,UAE,Dubai International Cricket Stadium,Bangalore,field,Delhi,runs,59.0,AR Patel,Delhi,Bangalore,Delhi,Bangalore
1216520,149,9,123,150,2,114,2021,UAE,Sharjah Cricket Stadium,Punjab,field,Punjab,wickets,8.0,CH Gayle,Kolkata,Punjab,Kolkata,Punjab
1216521,114,9,125,116,0,74,2021,UAE,Sharjah Cricket Stadium,Mumbai,field,Mumbai,wickets,10.0,TA Boult,Chennai,Mumbai,Chennai,Mumbai
1216522,177,6,129,179,3,130,2021,UAE,Dubai International Cricket Stadium,Rajasthan,bat,Bangalore,wickets,7.0,AB de Villiers,Rajasthan,Bangalore,Rajasthan,Bangalore
1216523,164,6,124,162,5,120,2021,Abu Dhabi,Sheikh Zayed Stadium,Kolkata,bat,Kolkata,runs,2.0,KD Karthik,Kolkata,Punjab,Kolkata,Punjab
