id,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,season,city,venue,toss_winner,toss_decision,winner,result,result_margin,player_of_match,team1,team2,batting_team,bowling_team
548373,126,8,124,128,5,119,2012,Hyderabad,Rajiv Gandhi International Stadium,Rajasthan,bat,Hyderabad,wickets,5.0,DW Steyn,Hyderabad,Rajasthan,Rajasthan,Hyderabad
548374,141,8,123,145,4,113,2012,Dharamsala,Himachal Pradesh Cricket Association Stadium,Delhi,field,Delhi,wickets,6.0,UT Yadav,Punjab,Delhi,Punjab,Delhi
548375,136,4,122,102,8,124,2012,Pune,Subrata Roy Sahara Stadium,Kolkata,bat,Kolkata,runs,34.0,Shakib Al Hasan,Pune,Kolkata,Kolkata,Pune
548376,132,7,124,123,9,123,2012,Hyderabad,Rajiv Gandhi International Stadium,Bangalore,field,Hyderabad,runs,9.0,DW Steyn,Hyderabad,Bangalore,Hyderabad,Bangalore
548377,162,6,132,163,0,118,2012,Jaipur,Sawai Mansingh Stadium,Rajasthan,bat,Mumbai,wickets,10.0,DR Smith,Rajasthan,Mumbai,Rajasthan,Mumbai
548378,162,4,122,144,8,124,2012,Pune,Subrata Roy Sahara Stadium,Kolkata,bat,Kolkata,runs,18.0,YK Pathan,Delhi,Kolkata,Kolkata,Delhi
548379,187,5,123,149,9,126,2012,Bangalore,M Chinnaswamy Stadium,Mumbai,field,Chennai,runs,38.0,MS Dhoni,Chennai,Mumbai,Chennai,Mumbai
548380,222,5,123,136,10,106,2012,Chennai,MA Chidambaram Stadium,Delhi,field,Chennai,runs,86.0,M Vijay,Delhi,Chennai,Chennai,Delhi
548381,190,3,124,192,5,124,2012,Chennai,MA Chidambaram Stadium,Chennai,bat,Kolkata,wickets,5.0,MS Bisla,Kolkata,Chennai,Chennai,Kolkata
597998,128,10,124,129,4,115,2013,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,6.0,SP Narine,Kolkata,Delhi,Delhi,Kolkata
597999,156,5,125,154,5,122,2013,Bangalore,M Chinnaswamy Stadium,Mumbai,field,Bangalore,runs,2.0,CH Gayle,Bangalore,Mumbai,Bangalore,Mumbai
598000,126,6,122,104,10,115,2013,Hyderabad,Rajiv Gandhi International Stadium,Pune,field,Hyderabad,runs,22.0,A Mishra,Hyderabad,Pune,Hyderabad,Pune
598001,165,7,122,160,6,126,2013,Delhi,Feroz Shah Kotla,Rajasthan,bat,Rajasthan,runs,5.0,R Dravid,Delhi,Rajasthan,Rajasthan,Delhi
598002,148,6,126,139,9,126,2013,Chennai,MA Chidambaram Stadium,Mumbai,bat,Mumbai,runs,9.0,KA Pollard,Chennai,Mumbai,Mumbai,Chennai
598003,99,9,121,100,2,77,2013,Pune,Subrata Roy Sahara Stadium,Pune,bat,Punjab,wickets,8.0,M Vohra,Pune,Punjab,Pune,Punjab
598005,144,6,122,125,10,120,2013,Jaipur,Sawai Mansingh Stadium,Kolkata,field,Rajasthan,runs,19.0,SK Trivedi,Rajasthan,Kolkata,Rajasthan,Kolkata
598006,209,5,124,165,9,124,2013,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,runs,44.0,KD Karthik,Mumbai,Delhi,Mumbai,Delhi
598007,138,10,121,139,0,106,2013,Chandigarh,Punjab Cricket Association Stadium,Chennai,field,Chennai,wickets,10.0,MEK Hussey,Punjab,Chennai,Punjab,Chennai
598008,154,8,123,158,2,114,2013,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,8.0,CH Gayle,Bangalore,Kolkata,Kolkata,Bangalore
598009,145,5,123,148,3,116,2013,Pune,Subrata Roy Sahara Stadium,Rajasthan,bat,Pune,wickets,7.0,AJ Finch,Pune,Rajasthan,Rajasthan,Pune
598010,114,8,125,115,7,118,2013,Delhi,Feroz Shah Kotla,Delhi,bat,Hyderabad,wickets,3.0,A Mishra,Delhi,Hyderabad,Delhi,Hyderabad
598011,183,3,123,142,8,124,2013,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,runs,41.0,RG Sharma,Mumbai,Pune,Mumbai,Pune
598012,165,6,127,166,6,126,2013,Chennai,MA Chidambaram Stadium,Chennai,field,Chennai,wickets,4.0,RA Jadeja,Chennai,Bangalore,Bangalore,Chennai
598013,180,4,124,132,7,123,2013,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,runs,48.0,G Gambhir,Kolkata,Hyderabad,Kolkata,Hyderabad
598014,124,10,116,126,4,119,2013,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,wickets,6.0,JP Faulkner,Rajasthan,Punjab,Punjab,Rajasthan
598015,159,5,122,135,8,122,2013,Chennai,MA Chidambaram Stadium,Pune,bat,Pune,runs,24.0,SPD Smith,Chennai,Pune,Pune,Chennai
598016,157,9,123,153,9,125,2013,Chandigarh,Punjab Cricket Association Stadium,Kolkata,field,Punjab,runs,4.0,MS Gony,Punjab,Kolkata,Punjab,Kolkata
598018,119,8,125,108,10,114,2013,Pune,Maharashtra Cricket Association Stadium,Pune,field,Hyderabad,runs,11.0,A Mishra,Pune,Hyderabad,Hyderabad,Pune
598019,179,3,128,92,10,113,2013,Jaipur,Sawai Mansingh Stadium,Rajasthan,bat,Rajasthan,runs,87.0,AM Rahane,Rajasthan,Mumbai,Rajasthan,Mumbai
598020,169,4,125,83,10,109,2013,Delhi,Feroz Shah Kotla,Chennai,bat,Chennai,runs,86.0,MEK Hussey,Delhi,Chennai,Chennai,Delhi
598021,123,9,122,127,5,114,2013,Hyderabad,Rajiv Gandhi International Stadium,Punjab,bat,Hyderabad,wickets,5.0,GH Vihari,Hyderabad,Punjab,Punjab,Hyderabad
598022,119,9,121,124,6,116,2013,Kolkata,Eden Gardens,Kolkata,bat,Chennai,wickets,4.0,RA Jadeja,Kolkata,Chennai,Kolkata,Chennai
598023,117,10,118,123,3,114,2013,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,7.0,R Vinay Kumar,Bangalore,Rajasthan,Rajasthan,Bangalore
598024,161,4,122,165,1,106,2013,Delhi,Feroz Shah Kotla,Mumbai,bat,Delhi,wickets,9.0,V Sehwag,Delhi,Mumbai,Mumbai,Delhi
598025,185,4,124,186,3,120,2013,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,7.0,DA Miller,Punjab,Pune,Pune,Punjab
598026,185,4,127,186,5,121,2013,Chennai,MA Chidambaram Stadium,Rajasthan,bat,Chennai,wickets,5.0,MEK Hussey,Chennai,Rajasthan,Rajasthan,Chennai
598027,263,5,128,133,9,123,2013,Bangalore,M Chinnaswamy Stadium,Pune,field,Bangalore,runs,130.0,CH Gayle,Bangalore,Pune,Bangalore,Pune
598028,171,4,123,164,7,121,2013,Dharamsala,Himachal Pradesh Cricket Association Stadium,Delhi,field,Punjab,runs,7.0,DA Miller,Punjab,Delhi,Punjab,Delhi
598029,159,6,122,162,5,119,2013,Kolkata,Eden Gardens,Kolkata,bat,Mumbai,wickets,5.0,DR Smith,Kolkata,Mumbai,Kolkata,Mumbai
598030,159,6,123,160,5,123,2013,Chennai,MA Chidambaram Stadium,Hyderabad,bat,Chennai,wickets,5.0,MS Dhoni,Chennai,Hyderabad,Hyderabad,Chennai
598031,149,6,120,150,4,113,2013,Kolkata,Eden Gardens,Punjab,bat,Kolkata,wickets,6.0,JH Kallis,Kolkata,Punjab,Punjab,Kolkata
598032,144,9,129,146,2,108,2013,Jaipur,Sawai Mansingh Stadium,Hyderabad,bat,Rajasthan,wickets,8.0,JP Faulkner,Rajasthan,Hyderabad,Hyderabad,Rajasthan
598033,194,7,123,136,7,124,2013,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,runs,58.0,DR Smith,Mumbai,Bangalore,Mumbai,Bangalore
598034,200,3,122,186,4,127,2013,Chennai,MA Chidambaram Stadium,Kolkata,field,Chennai,runs,14.0,MEK Hussey,Chennai,Kolkata,Chennai,Kolkata
598035,164,5,128,149,4,123,2013,Raipur,Shaheed Veer Narayan Singh International Stadium,Pune,field,Delhi,runs,15.0,DA Warner,Delhi,Pune,Delhi,Pune
598036,171,6,125,173,6,121,2013,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,wickets,4.0,SV Samson,Rajasthan,Bangalore,Bangalore,Rajasthan
598037,174,3,125,170,10,126,2013,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,runs,4.0,RG Sharma,Mumbai,Punjab,Mumbai,Punjab
598038,164,3,121,127,9,124,2013,Pune,Subrata Roy Sahara Stadium,Chennai,bat,Chennai,runs,37.0,MS Dhoni,Pune,Chennai,Chennai,Pune
598039,129,4,125,130,3,111,2013,Hyderabad,Rajiv Gandhi International Stadium,Mumbai,bat,Hyderabad,wickets,7.0,I Sharma,Hyderabad,Mumbai,Mumbai,Hyderabad
598040,136,7,125,137,3,108,2013,Raipur,Shaheed Veer Narayan Singh International Stadium,Kolkata,bat,Delhi,wickets,7.0,DA Warner,Delhi,Kolkata,Kolkata,Delhi
598041,186,4,122,171,6,120,2013,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,15.0,SK Raina,Chennai,Punjab,Chennai,Punjab
598042,187,3,123,170,9,124,2013,Pune,Subrata Roy Sahara Stadium,Bangalore,bat,Bangalore,runs,17.0,AB de Villiers,Pune,Bangalore,Bangalore,Pune
598043,132,6,126,133,2,108,2013,Kolkata,Eden Gardens,Rajasthan,bat,Kolkata,wickets,8.0,YK Pathan,Kolkata,Rajasthan,Rajasthan,Kolkata
598044,80,10,117,81,4,86,2013,Hyderabad,Rajiv Gandhi International Stadium,Delhi,bat,Hyderabad,wickets,6.0,DJG Sammy,Hyderabad,Delhi,Delhi,Hyderabad
598045,174,5,126,176,3,113,2013,Bangalore,M Chinnaswamy Stadium,Punjab,field,Punjab,wickets,7.0,AC Gilchrist,Bangalore,Punjab,Bangalore,Punjab
598046,139,5,124,79,10,96,2013,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,runs,60.0,MG Johnson,Mumbai,Chennai,Mumbai,Chennai
598047,178,4,127,182,5,122,2013,Jaipur,Sawai Mansingh Stadium,Pune,bat,Rajasthan,wickets,5.0,AM Rahane,Rajasthan,Pune,Pune,Rajasthan
598048,161,6,125,162,3,110,2013,Bangalore,M Chinnaswamy Stadium,Hyderabad,bat,Bangalore,wickets,7.0,V Kohli,Bangalore,Hyderabad,Hyderabad,Bangalore
598049,154,4,125,155,1,112,2013,Jaipur,Sawai Mansingh Stadium,Delhi,bat,Rajasthan,wickets,9.0,AM Rahane,Rajasthan,Delhi,Delhi,Rajasthan
598050,170,6,126,105,10,110,2013,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,runs,65.0,SR Tendulkar,Mumbai,Kolkata,Mumbai,Kolkata
598051,223,3,128,146,8,124,2013,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Chennai,runs,77.0,SK Raina,Hyderabad,Chennai,Chennai,Hyderabad
598052,145,6,123,147,2,117,2013,Chandigarh,Punjab Cricket Association Stadium,Rajasthan,field,Rajasthan,wickets,8.0,KK Cooper,Punjab,Rajasthan,Punjab,Rajasthan
598053,152,6,124,106,10,120,2013,Pune,Subrata Roy Sahara Stadium,Kolkata,bat,Kolkata,runs,46.0,G Gambhir,Pune,Kolkata,Kolkata,Pune
598054,183,4,124,179,7,125,2013,Delhi,Feroz Shah Kotla,Delhi,field,Bangalore,runs,4.0,JD Unadkat,Delhi,Bangalore,Bangalore,Delhi
598055,112,8,121,116,5,116,2013,Pune,Subrata Roy Sahara Stadium,Pune,bat,Mumbai,wickets,5.0,MG Johnson,Pune,Mumbai,Pune,Mumbai
598056,150,7,121,120,9,122,2013,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Hyderabad,runs,30.0,PA Patel,Punjab,Hyderabad,Hyderabad,Punjab
598057,115,9,121,116,5,120,2013,Ranchi,JSCA International Stadium Complex,Kolkata,field,Kolkata,wickets,5.0,JH Kallis,Kolkata,Bangalore,Bangalore,Kolkata
598058,141,4,123,144,5,104,2013,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,wickets,5.0,SR Watson,Rajasthan,Chennai,Chennai,Rajasthan
598059,120,7,123,121,5,103,2013,Delhi,Feroz Shah Kotla,Punjab,field,Punjab,wickets,5.0,Harmeet Singh,Delhi,Punjab,Delhi,Punjab
598060,178,3,126,184,4,122,2013,Mumbai,Wankhede Stadium,Hyderabad,bat,Mumbai,wickets,7.0,KA Pollard,Mumbai,Hyderabad,Hyderabad,Mumbai
598061,170,4,121,163,7,123,2013,Ranchi,JSCA International Stadium Complex,Kolkata,field,Pune,runs,7.0,MK Pandey,Kolkata,Pune,Pune,Kolkata
598062,168,4,124,135,9,124,2013,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,33.0,MS Dhoni,Chennai,Delhi,Chennai,Delhi
598063,166,8,124,152,7,124,2013,Mumbai,Wankhede Stadium,Rajasthan,field,Mumbai,runs,14.0,AP Tare,Mumbai,Rajasthan,Mumbai,Rajasthan
598064,190,3,125,194,4,113,2013,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,6.0,DA Miller,Punjab,Bangalore,Bangalore,Punjab
598065,136,9,124,113,9,121,2013,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Hyderabad,runs,23.0,A Mishra,Hyderabad,Rajasthan,Hyderabad,Rajasthan
598066,183,8,124,133,9,118,2013,Dharamsala,Himachal Pradesh Cricket Association Stadium,Mumbai,field,Punjab,runs,50.0,Azhar Mahmood,Punjab,Mumbai,Punjab,Mumbai
598067,172,5,123,134,9,127,2013,Pune,Subrata Roy Sahara Stadium,Pune,bat,Pune,runs,38.0,LJ Wright,Pune,Delhi,Pune,Delhi
598068,106,2,50,82,6,50,2013,Bangalore,M Chinnaswamy Stadium,Chennai,field,Bangalore,runs,24.0,V Kohli,Bangalore,Chennai,Bangalore,Chennai
598069,130,7,123,132,5,117,2013,Hyderabad,Rajiv Gandhi International Stadium,Kolkata,bat,Hyderabad,wickets,5.0,PA Patel,Hyderabad,Kolkata,Kolkata,Hyderabad
598070,192,1,120,144,10,114,2013,Delhi,Feroz Shah Kotla,Chennai,bat,Chennai,runs,48.0,MEK Hussey,Chennai,Mumbai,Chennai,Mumbai
598071,132,7,124,135,6,118,2013,Delhi,Feroz Shah Kotla,Hyderabad,bat,Rajasthan,wickets,4.0,BJ Hodge,Rajasthan,Hyderabad,Hyderabad,Rajasthan
598072,165,6,125,169,6,123,2013,Kolkata,Eden Gardens,Rajasthan,bat,Mumbai,wickets,4.0,Harbhajan Singh,Mumbai,Rajasthan,Rajasthan,Mumbai
598073,148,9,123,125,9,127,2013,Kolkata,Eden Gardens,Mumbai,bat,Mumbai,runs,23.0,KA Pollard,Chennai,Mumbai,Mumbai,Chennai
729279,163,5,124,122,7,121,2014,Abu Dhabi,Sheikh Zayed Stadium,Kolkata,bat,Kolkata,runs,41.0,JH Kallis,Mumbai,Kolkata,Kolkata,Mumbai
729281,145,4,126,146,2,104,2014,UAE,Sharjah Cricket Stadium,Bangalore,field,Bangalore,wickets,8.0,YS Chahal,Delhi,Bangalore,Delhi,Bangalore
729283,205,4,128,206,4,118,2014,Abu Dhabi,Sheikh Zayed Stadium,Chennai,bat,Punjab,wickets,6.0,GJ Maxwell,Chennai,Punjab,Chennai,Punjab
729285,133,6,125,135,6,119,2014,Abu Dhabi,Sheikh Zayed Stadium,Rajasthan,field,Rajasthan,wickets,4.0,AM Rahane,Hyderabad,Rajasthan,Hyderabad,Rajasthan
729287,115,9,124,116,3,106,2014,UAE,Dubai International Cricket Stadium,Bangalore,field,Bangalore,wickets,7.0,PA Patel,Bangalore,Mumbai,Mumbai,Bangalore
729289,166,5,129,167,6,120,2014,UAE,Dubai International Cricket Stadium,Kolkata,bat,Delhi,wickets,4.0,JP Duminy,Kolkata,Delhi,Kolkata,Delhi
729291,191,5,123,193,3,116,2014,UAE,Sharjah Cricket Stadium,Punjab,field,Punjab,wickets,7.0,GJ Maxwell,Rajasthan,Punjab,Rajasthan,Punjab
729293,177,7,123,84,9,96,2014,Abu Dhabi,Sheikh Zayed Stadium,Chennai,bat,Chennai,runs,93.0,SK Raina,Chennai,Delhi,Chennai,Delhi
729295,193,6,124,121,10,121,2014,UAE,Sharjah Cricket Stadium,Hyderabad,field,Punjab,runs,72.0,GJ Maxwell,Punjab,Hyderabad,Punjab,Hyderabad
729297,140,6,127,133,10,121,2014,UAE,Dubai International Cricket Stadium,Rajasthan,field,Chennai,runs,7.0,RA Jadeja,Rajasthan,Chennai,Chennai,Rajasthan
729299,150,7,124,148,5,123,2014,UAE,Sharjah Cricket Stadium,Bangalore,field,Kolkata,runs,2.0,CA Lynn,Bangalore,Kolkata,Kolkata,Bangalore
729301,184,1,122,180,4,123,2014,UAE,Dubai International Cricket Stadium,Hyderabad,bat,Hyderabad,runs,4.0,AJ Finch,Hyderabad,Delhi,Hyderabad,Delhi
729303,141,7,120,142,3,117,2014,UAE,Dubai International Cricket Stadium,Mumbai,bat,Chennai,wickets,7.0,MM Sharma,Chennai,Mumbai,Mumbai,Chennai
729305,70,10,91,71,4,80,2014,Abu Dhabi,Sheikh Zayed Stadium,Rajasthan,field,Rajasthan,wickets,6.0,PV Tambe,Rajasthan,Bangalore,Bangalore,Rajasthan
729307,132,9,122,109,10,115,2014,Abu Dhabi,Sheikh Zayed Stadium,Kolkata,field,Punjab,runs,23.0,Sandeep Sharma,Kolkata,Punjab,Punjab,Kolkata
729309,125,7,124,126,4,114,2014,UAE,Sharjah Cricket Stadium,Mumbai,bat,Delhi,wickets,6.0,M Vijay,Delhi,Mumbai,Mumbai,Delhi
729311,145,5,123,146,5,117,2014,UAE,Sharjah Cricket Stadium,Hyderabad,bat,Chennai,wickets,5.0,DR Smith,Hyderabad,Chennai,Hyderabad,Chennai
729313,124,8,121,127,5,119,2014,UAE,Dubai International Cricket Stadium,Punjab,field,Punjab,wickets,5.0,Sandeep Sharma,Punjab,Bangalore,Bangalore,Punjab
729317,172,5,125,157,7,126,2014,UAE,Dubai International Cricket Stadium,Mumbai,field,Hyderabad,runs,15.0,B Kumar,Mumbai,Hyderabad,Hyderabad,Mumbai
733971,148,3,103,114,9,103,2014,Ranchi,JSCA International Stadium Complex,Chennai,bat,Chennai,runs,34.0,RA Jadeja,Chennai,Kolkata,Chennai,Kolkata
733973,168,5,125,170,5,118,2014,Mumbai,Wankhede Stadium,Punjab,bat,Mumbai,wickets,5.0,CJ Anderson,Mumbai,Punjab,Punjab,Mumbai
733975,152,5,121,156,3,114,2014,Delhi,Feroz Shah Kotla,Rajasthan,field,Rajasthan,wickets,7.0,KK Nair,Delhi,Rajasthan,Delhi,Rajasthan
733977,155,6,127,158,6,123,2014,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,4.0,AB de Villiers,Bangalore,Hyderabad,Hyderabad,Bangalore
733979,170,6,124,160,6,125,2014,Ahmedabad,Sardar Patel Stadium,Kolkata,field,Rajasthan,runs,10.0,PV Tambe,Rajasthan,Kolkata,Rajasthan,Kolkata
733981,178,5,124,181,2,120,2014,Delhi,Feroz Shah Kotla,Chennai,field,Chennai,wickets,8.0,DR Smith,Delhi,Chennai,Delhi,Chennai
733983,187,5,128,168,8,124,2014,Mumbai,Wankhede Stadium,Bangalore,field,Mumbai,runs,19.0,RG Sharma,Mumbai,Bangalore,Mumbai,Bangalore
733985,160,5,122,161,2,111,2014,Delhi,Feroz Shah Kotla,Delhi,bat,Kolkata,wickets,8.0,G Gambhir,Delhi,Kolkata,Delhi,Kolkata
733987,231,4,125,187,6,123,2014,Cuttack,Barabati Stadium,Chennai,field,Punjab,runs,44.0,GJ Maxwell,Punjab,Chennai,Punjab,Chennai
733989,134,9,122,102,10,124,2014,Ahmedabad,Sardar Patel Stadium,Rajasthan,field,Hyderabad,runs,32.0,B Kumar,Rajasthan,Hyderabad,Hyderabad,Rajasthan
733991,198,8,131,166,9,124,2014,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Punjab,runs,32.0,Sandeep Sharma,Bangalore,Punjab,Punjab,Bangalore
733993,143,7,121,44,2,30,2014,Delhi,Feroz Shah Kotla,Hyderabad,field,Hyderabad,wickets,8.0,DW Steyn,Delhi,Hyderabad,Delhi,Hyderabad
733995,157,6,124,160,6,122,2014,Mumbai,Wankhede Stadium,Chennai,field,Chennai,wickets,4.0,DR Smith,Mumbai,Chennai,Mumbai,Chennai
733997,149,8,122,150,1,111,2014,Cuttack,Barabati Stadium,Kolkata,field,Kolkata,wickets,9.0,G Gambhir,Punjab,Kolkata,Punjab,Kolkata
733999,190,5,125,191,5,118,2014,Bangalore,M Chinnaswamy Stadium,Bangalore,bat,Rajasthan,wickets,5.0,JP Faulkner,Bangalore,Rajasthan,Bangalore,Rajasthan
734001,157,3,124,160,3,115,2014,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Mumbai,wickets,7.0,AT Rayudu,Hyderabad,Mumbai,Hyderabad,Mumbai
734003,148,8,123,149,5,123,2014,Ranchi,JSCA International Stadium Complex,Rajasthan,bat,Chennai,wickets,5.0,RA Jadeja,Chennai,Rajasthan,Rajasthan,Chennai
734005,186,4,125,170,7,124,2014,Bangalore,M Chinnaswamy Stadium,Delhi,field,Bangalore,runs,16.0,Yuvraj Singh,Bangalore,Delhi,Bangalore,Delhi
734007,205,5,129,211,4,113,2014,Hyderabad,Rajiv Gandhi International Stadium,Punjab,field,Punjab,wickets,6.0,WP Saha,Hyderabad,Punjab,Hyderabad,Punjab
734009,141,5,125,142,4,116,2014,Cuttack,Barabati Stadium,Kolkata,field,Kolkata,wickets,6.0,RV Uthappa,Kolkata,Mumbai,Mumbai,Kolkata
734011,201,6,125,139,9,126,2014,Ahmedabad,Sardar Patel Stadium,Delhi,field,Rajasthan,runs,62.0,AM Rahane,Rajasthan,Delhi,Rajasthan,Delhi
734013,138,4,123,142,5,122,2014,Ranchi,JSCA International Stadium Complex,Chennai,bat,Bangalore,wickets,5.0,AB de Villiers,Chennai,Bangalore,Chennai,Bangalore
734015,142,8,126,146,3,118,2014,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Kolkata,wickets,7.0,UT Yadav,Hyderabad,Kolkata,Hyderabad,Kolkata
734017,178,3,123,153,8,127,2014,Ahmedabad,Sardar Patel Stadium,Mumbai,bat,Mumbai,runs,25.0,MEK Hussey,Rajasthan,Mumbai,Mumbai,Rajasthan
734019,164,7,124,165,6,129,2014,Delhi,Feroz Shah Kotla,Punjab,field,Punjab,wickets,4.0,AR Patel,Delhi,Punjab,Delhi,Punjab
734021,160,6,123,161,3,121,2014,Hyderabad,Rajiv Gandhi International Stadium,Bangalore,bat,Hyderabad,wickets,7.0,DA Warner,Hyderabad,Bangalore,Bangalore,Hyderabad
734023,154,4,123,156,2,109,2014,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,8.0,RV Uthappa,Kolkata,Chennai,Chennai,Kolkata
734025,156,8,123,159,3,120,2014,Chandigarh,Punjab Cricket Association Stadium,Mumbai,field,Mumbai,wickets,7.0,LMP Simmons,Punjab,Mumbai,Punjab,Mumbai
734027,195,4,125,165,5,122,2014,Kolkata,Eden Gardens,Bangalore,field,Kolkata,runs,30.0,RV Uthappa,Kolkata,Bangalore,Kolkata,Bangalore
734029,185,3,121,189,4,121,2014,Ranchi,JSCA International Stadium Complex,Hyderabad,field,Hyderabad,wickets,6.0,DA Warner,Chennai,Hyderabad,Chennai,Hyderabad
734031,173,10,120,158,4,123,2014,Mumbai,Wankhede Stadium,Delhi,field,Mumbai,runs,15.0,MEK Hussey,Mumbai,Delhi,Mumbai,Delhi
734033,179,4,124,163,8,123,2014,Chandigarh,Punjab Cricket Association Stadium,Rajasthan,field,Punjab,runs,16.0,SE Marsh,Punjab,Rajasthan,Punjab,Rajasthan
734035,154,6,124,160,2,107,2014,Bangalore,M Chinnaswamy Stadium,Chennai,field,Chennai,wickets,8.0,MS Dhoni,Bangalore,Chennai,Bangalore,Chennai
734037,160,7,124,161,6,90,2014,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,4.0,YK Pathan,Kolkata,Hyderabad,Hyderabad,Kolkata
734039,115,10,111,119,3,89,2014,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,7.0,M Vohra,Punjab,Delhi,Delhi,Punjab
734041,189,4,123,195,5,92,2014,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,5.0,CJ Anderson,Mumbai,Rajasthan,Rajasthan,Mumbai
734043,163,8,123,135,8,122,2014,Kolkata,Eden Gardens,Punjab,field,Kolkata,runs,28.0,UT Yadav,Punjab,Kolkata,Kolkata,Punjab
734045,173,8,120,176,3,118,2014,Mumbai,"Brabourne Stadium, Mumbai",Chennai,field,Chennai,wickets,7.0,SK Raina,Chennai,Mumbai,Mumbai,Chennai
734047,226,6,129,202,7,128,2014,Mumbai,Wankhede Stadium,Chennai,field,Punjab,runs,24.0,V Sehwag,Chennai,Punjab,Punjab,Chennai
734049,199,4,122,200,7,123,2014,Bangalore,M Chinnaswamy Stadium,Kolkata,field,Kolkata,wickets,3.0,MK Pandey,Kolkata,Punjab,Punjab,Kolkata
829705,168,3,122,170,3,113,2015,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,7.0,M Morkel,Kolkata,Mumbai,Mumbai,Kolkata
829707,150,7,123,149,9,125,2015,Chennai,MA Chidambaram Stadium,Delhi,field,Chennai,runs,1.0,A Nehra,Chennai,Delhi,Chennai,Delhi
829709,162,7,128,136,8,127,2015,Pune,Maharashtra Cricket Association Stadium,Punjab,field,Rajasthan,runs,26.0,JP Faulkner,Punjab,Rajasthan,Rajasthan,Punjab
829711,209,4,128,164,6,124,2015,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,45.0,BB McCullum,Chennai,Hyderabad,Chennai,Hyderabad
829713,177,6,123,179,7,115,2015,Kolkata,Eden Gardens,Bangalore,field,Bangalore,wickets,3.0,CH Gayle,Kolkata,Bangalore,Kolkata,Bangalore
829715,184,3,127,186,7,125,2015,Delhi,Feroz Shah Kotla,Rajasthan,field,Rajasthan,wickets,3.0,DJ Hooda,Delhi,Rajasthan,Delhi,Rajasthan
829717,177,5,123,159,7,125,2015,Mumbai,Wankhede Stadium,Mumbai,field,Punjab,runs,18.0,GJ Bailey,Mumbai,Punjab,Punjab,Mumbai
829719,166,10,126,172,2,111,2015,Bangalore,M Chinnaswamy Stadium,Hyderabad,field,Hyderabad,wickets,8.0,DA Warner,Bangalore,Hyderabad,Bangalore,Hyderabad
829721,164,6,121,165,3,119,2015,Ahmedabad,Sardar Patel Stadium,Mumbai,bat,Rajasthan,wickets,7.0,SPD Smith,Rajasthan,Mumbai,Mumbai,Rajasthan
829723,165,9,122,169,3,124,2015,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,7.0,AD Russell,Kolkata,Chennai,Chennai,Kolkata
829725,165,7,126,169,5,127,2015,Pune,Maharashtra Cricket Association Stadium,Punjab,bat,Delhi,wickets,5.0,MA Agarwal,Punjab,Delhi,Punjab,Delhi
829727,127,5,125,131,4,124,2015,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rajasthan,field,Rajasthan,wickets,6.0,AM Rahane,Hyderabad,Rajasthan,Hyderabad,Rajasthan
829729,183,7,124,189,4,111,2015,Mumbai,Wankhede Stadium,Mumbai,bat,Chennai,wickets,6.0,A Nehra,Mumbai,Chennai,Mumbai,Chennai
